GEOID,plurality,majority,white,black,asian,american_indian,hispanic,urban_rural_code,urban_rural_cat
36111,White,White,79.05,5.51,1.86,0.06,10.21,4,suburban
36113,White,White,93.77,1.2,0.98,0.06,2.56,4,suburban
36115,White,White,92.32,2.79,0.6,0.01,2.74,4,suburban
36117,White,White,89.93,2.72,0.78,0.12,4.41,2,urban
36119,White,White,53.48,13.43,5.92,0.02,24.67,2,urban
36121,White,White,89.91,3.95,0.41,0,3.29,6,rural
36123,White,White,94.71,0.96,0.65,0.02,2.22,2,urban
37001,White,White,64.06,19.39,1.56,0.04,12.56,4,suburban
37003,White,White,86.79,5.84,1.05,0,4.68,3,suburban
37005,White,White,86.88,2.36,0.42,0.01,9.68,6,rural
37007,Black,Non-White,44.6,48.25,1.33,0.03,4.04,6,rural
37009,White,White,92.52,0.73,0.42,0.1,4.95,6,rural
37011,White,White,88.74,3.91,0.44,0.02,5.06,6,rural
37013,White,White,65.82,24.85,0.11,0,7.76,5,rural
37015,Black,Non-White,34.55,61.14,0.78,0.01,2.13,6,rural
37017,White,White,54.75,34.4,0.15,0,7.48,6,rural
37019,White,White,81.91,9.68,0.58,0.01,4.81,3,suburban
37021,White,White,83.54,6.22,1.24,0.14,6.57,3,suburban
37023,White,White,81.56,6.05,3.61,0.13,6.11,3,suburban
37025,White,White,65.59,17.45,3.73,0.07,10.44,2,urban
37027,White,White,87.31,4.55,0.51,0.04,5.48,3,suburban
37029,White,White,80.46,13.84,1.79,0.12,2.92,5,rural
37031,White,White,86.38,5.31,1.17,0.06,4.29,5,rural
37033,White,White,61.17,32.71,0.67,0.1,4.03,6,rural
37035,White,White,75.54,8.06,4.31,0,9.68,3,suburban
37037,White,White,71.7,11.07,1.5,0.07,12.21,3,suburban
37039,White,White,90.99,1.24,0.73,0,3.15,6,rural
37041,White,White,59.93,35.2,0,0,3.69,6,rural
37043,White,White,93.4,2.08,0.2,0.16,3.33,6,rural
37045,White,White,72.91,20.92,1.03,0,3.52,5,rural
37047,White,White,59.32,29.99,0.41,0.01,5.32,6,rural
37049,White,White,65.88,21.37,2.74,0.11,7.29,4,suburban
37051,White,Non-White,43.46,35.97,2.39,0.26,11.58,3,suburban
37053,White,White,87.21,5.53,0.42,0.02,3.98,2,urban
37055,White,White,87.26,2.54,0.77,0.03,7.49,5,rural
37057,White,White,80.18,9.15,1.53,0.01,7.11,3,suburban
37059,White,White,84.41,4.96,0.71,0,6.8,3,suburban
37061,White,White,51.56,23.6,0.38,0.08,22.17,6,rural
37063,White,Non-White,42.47,35.88,4.87,0.04,13.49,3,suburban
37065,Black,Non-White,36.21,57.46,0.21,0.12,4.59,4,suburban
37067,White,White,56.69,25.67,2.33,0.04,12.81,3,suburban
37069,White,White,63.47,24.8,0.49,0,8.42,2,urban
37071,White,White,72.47,16.17,1.53,0.06,7.01,2,urban
37073,White,White,63.26,33.42,0.53,0,0.1,2,urban
37075,White,White,86.59,0.2,0,0.01,2.09,6,rural
37077,White,White,58,29.78,0.53,0.07,7.95,5,rural
37079,White,Non-White,46.76,34.66,0.08,0.03,15.09,6,rural
37081,White,White,50.35,33.53,4.93,0.05,7.97,3,suburban
37083,Black,Non-White,38.4,52.61,0.73,0.14,2.88,5,rural
37085,White,White,61.34,20.41,1.04,0.15,12.77,5,rural
37087,White,White,92.62,0.94,0.58,0,3.97,3,suburban
37089,White,White,83.11,3.36,1.3,0,10.07,3,suburban
37091,Black,Non-White,33.25,58.68,0.77,0.16,3.84,6,rural
37093,White,Non-White,39.88,33.05,1.51,0.08,13.34,3,suburban
37095,White,White,58.87,29.68,0,0,10.34,6,rural
37097,White,White,75.98,11.88,2.47,0,7.63,2,urban
37099,White,White,80.66,2.16,0.7,0,5.94,5,rural
37101,White,White,67.8,15.45,0.63,0.04,13.6,2,urban
37103,White,White,62.57,30.36,0.08,0,4.62,4,suburban
37105,White,White,58.13,19.5,1.2,0.05,19.15,5,rural
37107,White,Non-White,49.22,38.66,0.49,0.02,7.78,5,rural
37109,White,White,84.81,4.94,0.72,0.05,7.25,2,urban
37111,White,White,87.38,3.57,0.92,0,6.12,5,rural
37113,White,White,89.04,1.55,0.87,0,7.01,6,rural
37115,White,White,94.04,1.56,0.58,0,2.43,3,suburban
37117,White,White,52.06,42.04,0.61,0,3.99,6,rural
37119,White,Non-White,46.83,31.02,5.82,0.05,13.26,1,urban
37121,White,White,92,0.34,0.18,0,5.58,6,rural
37123,White,White,63.27,17.59,1.44,0,15.35,6,rural
37125,White,White,77.08,12.3,1.27,0.07,6.73,5,rural
37127,White,Non-White,49.88,39.21,0.82,0.03,6.99,4,suburban
37129,White,White,77.11,13.45,1.3,0.09,5.55,3,suburban
37131,Black,Non-White,38.73,56.32,0.28,0,2.27,5,rural
37133,White,White,66.14,13.28,2.09,0.13,12.58,4,suburban
37135,White,White,69.38,11.18,7.75,0.01,8.45,3,suburban
37137,White,White,74.21,18.26,0.61,0,3.88,4,suburban
37139,White,White,54.76,36.41,1.18,0,5.37,5,rural
37141,White,White,75.07,14.26,0.4,0.08,7.06,3,suburban
37143,White,White,72.29,23.13,0.36,0.1,2.6,5,rural
37145,White,White,66.4,26.06,0.33,0.05,4.3,3,suburban
37147,White,White,54.41,34.41,1.74,0.06,6.26,4,suburban
37149,White,White,85.65,4.84,0.66,0,5.86,6,rural
37151,White,White,79.02,5.7,1.21,0.01,11.43,3,suburban
37153,White,White,57.06,31.79,0.94,0,6.48,5,rural
37155,White,Non-White,25.14,23.66,0.59,0.03,8.88,5,rural
37157,White,White,72.35,18.22,0.55,0.02,6.1,3,suburban
37159,White,White,72.04,15.7,0.87,0.01,8.82,2,urban
37161,White,White,83.29,9.52,0.42,0.02,4.42,5,rural
37163,White,White,50.99,25.08,0.56,0,19.63,6,rural
37165,White,Non-White,43.19,38.85,0.81,0,3,5,rural
37167,White,White,80.82,11.19,1.79,0,4.21,5,rural
37169,White,White,91.09,4.17,0.36,0,3.06,3,suburban
37171,White,White,83.87,3.59,0.57,0.19,10.6,5,rural
37173,White,White,61.7,0.47,0.38,0,5.31,6,rural
37175,White,White,90.39,4.62,0.14,0.05,3.33,5,rural
37177,White,White,53.11,36.87,0.44,0,6.94,5,rural
37179,White,White,72.14,11.24,2.98,0.04,11.14,2,urban
37181,Black,Non-White,39.61,49.69,0.72,0.06,7.79,5,rural
37183,White,White,60.03,19.86,6.93,0.04,10.14,1,urban
37185,Black,Non-White,38.34,50.08,0.5,0.17,3.77,6,rural
37187,Black,Non-White,44.37,47.46,0.22,0,5.22,6,rural
37189,White,White,91.68,1.74,1.1,0.1,3.66,5,rural
37191,White,White,53.42,30.35,1.2,0.04,11.75,4,suburban
37193,White,White,87.25,3.85,0.58,0.27,6.54,5,rural
37195,White,Non-White,46.97,39.06,0.83,0,10.35,5,rural
37197,White,White,84.28,3.31,0.06,0.07,11.07,3,suburban
37199,White,White,92.49,0.67,0.28,0.02,5.16,6,rural
38001,White,White,92.3,2.08,2.51,0,1.69,6,rural
38003,White,White,92.52,2.23,1.02,0.07,2.05,6,rural
38005,White,Non-White,40.49,0.04,0.06,0.06,0.93,6,rural
38007,White,White,97.07,0,0,0,2.93,6,rural
38009,White,White,91.34,0.6,0.11,0,2.31,6,rural
38011,White,White,92.66,0.03,0,0.1,5.46,6,rural
38013,White,White,95.78,0.23,0.5,0,1.15,6,rural
38015,White,White,88.91,2.2,0.77,0.09,2.5,4,suburban
38017,White,White,85.44,5.55,2.85,0.02,2.69,4,suburban
38019,White,White,94.87,0.05,0,0,1.79,6,rural
38021,White,White,93.26,1.32,0.16,0,3.38,6,rural
38023,White,White,89.16,3.17,1.24,0,4.28,6,rural
38025,White,White,83.46,1.71,0.8,0.2,2.53,6,rural
38027,White,White,89.87,0,0,0,1.26,6,rural
38029,White,White,95.5,0,1.09,0,1.57,6,rural
38031,White,White,95.21,0,0.03,0.34,1.07,6,rural
38033,White,White,90.19,0,0,0,3.14,6,rural
38035,White,White,83.71,3.69,2.78,0.58,4.29,4,suburban
38037,White,White,95.62,0.08,1.19,0.04,1.06,6,rural
38039,White,White,95.31,0,0,0,0.83,6,rural
38041,White,White,90.97,0.39,0,0.04,3.1,6,rural
38043,White,White,94.12,0.2,0.24,0,3.61,6,rural
38045,White,White,96,0.61,0.19,0,1.94,6,rural
38047,White,White,97.06,0,0.11,0,0.85,6,rural
38049,White,White,95.24,0.36,0.39,0,2.16,5,rural
38051,White,White,94.92,0.54,0.5,0,2.77,6,rural
38053,White,White,77.49,1.6,0.4,0,8.35,6,rural
38055,White,White,89.11,0.66,0.08,0.16,2.47,6,rural
38057,White,White,91.43,0.86,0.45,0,2.94,6,rural
38059,White,White,89.79,0.99,0.65,0,3.47,4,suburban
38061,White,White,60.64,1.41,0.47,0,8.12,6,rural
38063,White,White,95.3,0,0.03,0,3.49,6,rural
38065,White,White,90.23,0,1.74,0.54,2.82,4,suburban
38067,White,White,90.89,0.33,0.53,0,3.47,6,rural
38069,White,White,93.48,0.61,0.29,0,0.44,6,rural
38071,White,White,83.03,0.1,0.85,0,2.94,6,rural
38073,White,White,94.22,0.81,1.07,0,1.56,6,rural
38075,White,White,90.66,0.25,0.2,0,7.49,5,rural
38077,White,White,91.27,0.69,0.38,0,3.15,5,rural
38079,White,Non-White,18.14,0.64,0.14,0,0.55,6,rural
38081,White,White,91.94,2.38,0.28,0,3.1,6,rural
38083,White,White,98.86,0,0,0,0,6,rural
38085,White,Non-White,12.62,0.16,0,0.07,4.64,4,suburban
38087,White,White,96.36,1.75,0,0,0,6,rural
38089,White,White,87.34,1.96,1.25,0.33,5.44,5,rural
38091,White,White,97.53,0.75,0,0,1.72,6,rural
38093,White,White,92.15,1.45,0.48,0.02,2.5,5,rural
38095,White,White,88.58,0.76,0.18,0,3.96,6,rural
38097,White,White,92.02,1.05,0.37,0.31,3.61,6,rural
38099,White,White,84.31,0.41,0.47,0,11.53,6,rural
38101,White,White,82.77,3.76,1.69,0.12,6.15,5,rural
38103,White,White,96.28,0,0.23,0,2.52,6,rural
38105,White,White,79.54,4.44,0.97,0.13,7.69,5,rural
39001,White,White,98.08,0.36,0.03,0,1.02,6,rural
39003,White,White,80.71,11.84,0.82,0,3.12,4,suburban
39005,White,White,95.6,0.74,0.66,0,1.38,5,rural
39007,White,White,89.5,3.37,0.54,0.01,4.23,5,rural
39009,White,White,89.61,2.89,2.62,0.06,1.92,5,rural
39011,White,White,95.64,0.64,0.36,0.01,1.68,5,rural
39013,White,White,92.69,3.88,0.49,0.01,0.99,4,suburban
39015,White,White,96.4,0.81,0.28,0,1.05,2,urban
39017,White,White,81.01,7.98,3.28,0.09,4.71,2,urban
39019,White,White,98.01,0.26,0.03,0,1.31,3,suburban
39021,White,White,93.29,1.83,0.48,0.02,1.59,5,rural
39023,White,White,84.06,8.04,0.61,0.03,3.43,4,suburban
39025,White,White,93.52,1.41,1.25,0.02,1.94,2,urban
39027,White,White,93.35,2.04,0.48,0.02,1.61,5,rural
39029,White,White,93.92,1.99,0.14,0.01,1.78,5,rural
39031,White,White,95.87,1.15,0.29,0,1.06,5,rural
39033,White,White,95.26,0.99,0.53,0.04,1.67,5,rural
39035,White,White,58.92,29.24,3.01,0.02,5.93,1,urban
39037,White,White,96.08,0.75,0.5,0,1.57,5,rural
39039,White,White,86.4,1.42,0.32,0.03,9.97,5,rural
39041,White,White,85.04,3.3,6.32,0.01,2.61,2,urban
39043,White,White,83.13,8.63,0.59,0.01,4.39,5,rural
39045,White,White,86.03,7.24,1.59,0.05,2.2,2,urban
39047,White,White,92.44,2.31,0.99,0.04,2.15,5,rural
39049,White,White,63.01,22.3,5.23,0.03,5.52,1,urban
39051,White,White,89,0.39,0.43,0.04,8.73,3,suburban
39053,White,White,93.14,2.18,0.77,0.13,1.36,5,rural
39055,White,White,95.55,1.35,0.66,0,1.52,2,urban
39057,White,White,83.81,6.72,2.93,0.06,2.84,3,suburban
39059,White,White,94.2,1.09,0.44,0,1.18,5,rural
39061,White,White,65.21,25.39,2.64,0.06,3.3,1,urban
39063,White,White,89.02,1.55,1.93,0,5.47,5,rural
39065,White,White,94.91,0.73,0.79,0,1.74,6,rural
39067,White,White,94.85,2.85,0.49,0,0.39,6,rural
39069,White,White,89.8,0.86,0.31,0.01,7.68,6,rural
39071,White,White,95.1,1.42,0.4,0,1.11,6,rural
39073,White,White,96.31,0.77,0.22,0,1,2,urban
39075,White,White,97.85,0.14,0.26,0,0.96,6,rural
39077,White,White,90.13,1.21,0.22,0.02,6.56,5,rural
39079,White,White,95.99,0.62,0.14,0.07,1.07,5,rural
39081,White,White,90.33,5.39,0.47,0,1.46,4,suburban
39083,White,White,95.37,0.87,0.46,0.02,1.5,5,rural
39085,White,White,88.23,4.14,1.23,0.01,4.38,2,urban
39087,White,White,94.77,2.01,0.52,0.02,0.98,3,suburban
39089,White,White,90.07,3.68,1.23,0.01,1.92,2,urban
39091,White,White,93.36,1.66,0.82,0.07,1.63,5,rural
39093,White,White,78.21,7.87,1.16,0.02,9.95,2,urban
39095,White,White,68.63,18.79,1.67,0.03,7.1,3,suburban
39097,White,White,88.49,5.84,0.7,0.01,2.04,2,urban
39099,White,White,75.95,14.63,0.86,0,6,3,suburban
39101,White,White,88.34,5.36,0.59,0.04,2.68,5,rural
39103,White,White,93.83,1.44,1.11,0,2.11,2,urban
39105,White,White,96.65,1.11,0,0,0.74,6,rural
39107,White,White,95.38,0.82,0.56,0.58,1.93,5,rural
39109,White,White,92.29,2.02,1.25,0.01,1.68,3,suburban
39111,White,White,97.14,0.38,0.47,0,1.2,6,rural
39113,White,White,70.72,20.28,2.16,0.03,3,3,suburban
39115,White,White,92.11,4.92,0.2,0,0.4,6,rural
39117,White,White,95.93,0.89,0.11,0,1.48,2,urban
39119,White,White,91.4,3.13,0.45,0.04,1.12,5,rural
39121,White,White,92.47,5.6,0.08,0,0.86,6,rural
39123,White,White,92.29,1.22,0.21,0,5.05,5,rural
39125,White,White,92.51,0.78,0.22,0.08,4.76,6,rural
39127,White,White,96.61,0.37,0.13,0.15,0.86,2,urban
39129,White,White,92.63,3.31,0.64,0,1.39,2,urban
39131,White,White,95.18,1.67,0.08,0,0.45,6,rural
39133,White,White,89.58,3.97,1.79,0.01,1.85,3,suburban
39135,White,White,96.37,0.49,0.44,0.01,0.9,6,rural
39137,White,White,92.01,0.39,0.16,0,6.2,6,rural
39139,White,White,85.48,8.8,0.79,0.02,1.91,4,suburban
39141,White,White,89.6,5.11,0.51,0.02,1.27,5,rural
39143,White,White,84.39,2.95,0.31,0.02,9.92,5,rural
39145,White,White,93.29,2.76,0.42,0.01,1.35,5,rural
39147,White,White,89.79,2.82,0.62,0,5.12,5,rural
39149,White,White,92.87,2.52,1.17,0,1.55,5,rural
39151,White,White,86.38,7.42,0.91,0.01,2.08,3,suburban
39153,White,White,76.97,14.38,3.4,0.01,2.14,3,suburban
39155,White,White,87.12,8.1,0.52,0.03,1.82,3,suburban
39157,White,White,94.48,0.6,0.4,0,2.83,5,rural
39159,White,White,89.53,2.56,4,0.08,1.73,2,urban
39161,White,White,93.91,1.31,0.29,0,3.4,5,rural
39163,White,White,96.51,0.26,0.18,0,0.69,6,rural
39165,White,White,86.17,3.31,5.75,0,2.76,2,urban
39167,White,White,95.06,1.23,0.64,0,1.1,5,rural
39169,White,White,93.67,1.35,1.04,0.01,2.01,5,rural
39171,White,White,92.6,1.07,0.57,0.03,4.51,6,rural
39173,White,White,88.29,2.57,1.66,0.04,5.55,3,suburban
39175,White,White,94.98,0.16,0.83,0,3,6,rural
40001,White,Non-White,39.89,0.14,0.8,0.22,6.83,6,rural
40003,White,White,83.84,3.1,0,0,5.63,6,rural
40005,White,White,70.98,3.56,0.72,0.07,3.52,6,rural
40007,White,White,72.16,0.58,0.04,0,23.82,6,rural
40009,White,White,75.29,4.2,0.34,0.07,14.55,5,rural
40011,White,White,72.69,3.95,0.02,0,11.12,6,rural
40013,White,White,71.03,1.75,0.61,0.15,5.97,5,rural
40015,White,White,56.79,2.23,0.27,0.14,12.92,6,rural
40017,White,White,76.15,2.78,2.97,0,8.99,2,urban
40019,White,White,70.02,6.5,1.24,0.04,7.28,5,rural
40021,White,Non-White,47.57,1.31,0.74,0.29,7.16,5,rural
40023,White,White,60.63,10.83,0.09,0.17,4.38,6,rural
40025,White,White,76.63,0.18,0.28,0,22.4,6,rural
40027,White,White,71.73,4.63,4.4,0.06,8.69,2,urban
40029,White,White,68.39,0.2,0.43,0,4.66,6,rural
40031,White,White,56.19,15.52,2.38,0.38,13.1,4,suburban
40033,White,White,76,2.27,0,0,7.95,4,suburban
40035,White,White,63.34,3.06,0.83,0.08,3.7,6,rural
40037,White,White,75.96,2.13,0.43,0.02,4.22,3,suburban
40039,White,White,68.23,3.09,1.13,0.03,18.26,5,rural
40041,White,White,63.71,0.46,1.23,0.08,3.81,6,rural
40043,White,White,81.98,0.16,0.12,0,7.54,6,rural
40045,White,White,86.45,0.17,0.67,0,7.15,6,rural
40047,White,White,74.34,2.4,0.9,3.4,12.43,5,rural
40049,White,White,75.51,2.19,0.31,0,8.85,6,rural
40051,White,White,81.47,2.34,0.41,0,5.82,2,urban
40053,White,White,88.01,0.93,0.18,0.09,5.05,6,rural
40055,White,White,74.54,6.31,0,0,11.41,6,rural
40057,White,White,56.83,9.37,0.74,0,29.11,6,rural
40059,White,White,75.82,0.03,0,0,22.31,6,rural
40061,White,White,70.43,0.72,0.71,0.02,4.41,6,rural
40063,White,White,62.68,5.69,0.13,0,5.6,6,rural
40065,White,White,62.72,6.54,1.23,0.06,24.11,5,rural
40067,White,White,77.75,1.38,0.02,0,10.57,6,rural
40069,White,White,69.52,1.84,0.09,0,5.41,6,rural
40071,White,White,74.56,2.04,0.42,0,8,5,rural
40073,White,White,76.32,1.2,0.38,0,15.94,6,rural
40075,White,White,74.22,3.4,0.64,0.1,11.81,6,rural
40077,White,White,64.73,1.09,0.92,0,3.79,6,rural
40079,White,White,71.34,1.88,0.68,0,7.02,3,suburban
40081,White,White,82.19,1.89,0.26,0.09,3.44,2,urban
40083,White,White,77.65,8.16,0.33,0.03,6.19,2,urban
40085,White,White,70.96,2.61,0.81,0,15.7,6,rural
40087,White,White,79.17,1.07,0.29,0.06,8.03,2,urban
40089,White,White,62.06,7.87,0.83,1.11,6.06,6,rural
40091,White,White,67.88,2.68,0.11,0,2.8,6,rural
40093,White,White,84.76,0.42,0.87,0.12,9.66,6,rural
40095,White,White,65.1,1.71,0.21,0,17.7,6,rural
40097,White,White,64.86,0.49,0.42,0.35,3.6,6,rural
40099,White,White,72.01,1.58,0.62,0,6.63,6,rural
40101,White,White,55.9,10.43,0.68,0.03,6.23,5,rural
40103,White,White,81.02,0.26,0.08,0.04,3.87,6,rural
40105,White,White,66.72,2.45,0.15,0.18,3.08,6,rural
40107,White,White,61.29,7.38,0,0,3.99,6,rural
40109,White,White,55.99,14.75,3.35,0.07,17.38,1,urban
40111,White,White,62.24,8.07,0.44,0,4.19,3,suburban
40113,White,White,63.38,11.11,0.41,0.03,3.61,3,suburban
40115,White,White,65.01,1.08,0.72,0.68,5.72,5,rural
40117,White,White,76.66,1,0.37,0.02,3.09,3,suburban
40119,White,White,76.93,3.94,4.29,0.09,4.72,5,rural
40121,White,White,69.46,2.81,0.35,0.11,5.07,5,rural
40123,White,White,65.4,2.42,0.78,0.09,5.37,5,rural
40125,White,White,72.39,3.4,0.65,0.09,5.17,5,rural
40127,White,White,70.99,0.75,0.37,0.14,3.95,6,rural
40129,White,White,83.61,0.25,0,0,7.2,6,rural
40131,White,White,71.8,0.99,1.41,0.07,4.76,3,suburban
40133,White,White,64.43,4.68,0.54,0.01,5.14,6,rural
40135,White,White,62.46,1.77,0.8,0.06,4.2,3,suburban
40137,White,White,80.15,1.7,0.54,0.08,7.77,5,rural
40139,Hispanic,Non-White,43.97,2.45,3.32,0.02,45.91,5,rural
40141,White,White,59.17,7.49,0.22,0,27.05,6,rural
40143,White,White,61.98,9.92,3.31,0.09,12.73,3,suburban
40145,White,White,71.49,3.49,1.45,0.08,6.2,3,suburban
40147,White,White,72.79,2.7,2.21,0.02,6.01,5,rural
40149,White,White,83.38,1.27,0.07,0,9.78,6,rural
40151,White,White,82.93,2.72,1.17,0,7.31,6,rural
40153,White,White,79.84,1.27,0.27,0.01,12.85,5,rural
41001,White,White,90.39,0.92,0.68,0.37,4.31,6,rural
41003,White,White,80.22,1.03,7.06,0.23,7.4,4,suburban
41005,White,White,81.91,0.88,4.21,0.22,8.69,2,urban
41007,White,White,85.52,0.8,0.99,0.3,8.51,5,rural
41009,White,White,88.52,0.45,0.98,0.17,5.16,2,urban
41011,White,White,85.26,0.41,1.02,0.05,6.5,5,rural
41013,White,White,88.2,0.55,0.35,0.44,7.62,5,rural
41015,White,White,86.25,0.44,0.52,0,7.12,5,rural
41017,White,White,87.25,0.58,1.08,0.16,7.97,4,suburban
41019,White,White,87.84,0.42,0.99,0.06,5.81,5,rural
41021,White,White,87.97,0,0.8,0.69,6.12,6,rural
41023,White,White,91.46,0.1,0.77,0.24,3.78,6,rural
41025,White,White,87.04,0.48,0,0.03,5.11,6,rural
41027,White,White,63.73,0.59,1.63,0,31.42,5,rural
41029,White,White,80.83,0.68,1.27,0.34,12.83,4,suburban
41031,White,White,60.41,0.76,0.62,0.09,19.97,6,rural
41033,White,White,86.9,0.46,0.98,0.06,7.43,4,suburban
41035,White,White,77.85,0.67,1.02,0.06,13.06,5,rural
41037,White,White,84.45,0.34,0.98,0,8.17,6,rural
41039,White,White,81.82,1.01,2.66,0.24,8.87,3,suburban
41041,White,White,82.46,0.45,1.24,0.2,9.16,5,rural
41043,White,White,84.91,0.49,1.05,0.1,9.11,4,suburban
41045,White,White,61.13,0.98,1.36,0.1,33.73,5,rural
41047,White,White,65.47,1.06,2,0.88,26.58,3,suburban
41049,White,White,59.26,0.23,0.62,0.51,36.5,5,rural
41051,White,White,69.69,5.31,7.35,0.61,11.59,1,urban
41053,White,White,78.08,0.79,1.83,0.47,13.9,3,suburban
41055,White,White,89.34,0.18,0.12,1.4,4.93,6,rural
41057,White,White,84.35,0.39,0.69,0.47,10.33,6,rural
41059,White,White,65.72,0.93,1,0.26,26.79,5,rural
41061,White,White,88.72,0.66,1.07,1.46,4.84,5,rural
41063,White,White,92.93,0.17,0.26,0.13,3.1,6,rural
41065,White,White,74.56,0.3,0.91,0.59,18.2,5,rural
41067,White,White,65.73,1.95,10.53,0.41,16.66,2,urban
41069,White,White,87.28,0,0.28,0.14,8.62,6,rural
41071,White,White,77.23,0.81,1.43,0.25,15.87,2,urban
42001,White,White,89.01,1.29,0.7,0,7.09,4,suburban
42003,White,White,78.52,12.68,3.69,0.02,2.11,1,urban
42005,White,White,97.08,0.83,0.31,0,0.77,2,urban
42007,White,White,89.47,5.73,0.52,0.06,1.6,2,urban
42009,White,White,96.71,0.64,0.39,0,1.22,6,rural
42011,White,White,71.7,4.24,1.37,0.01,21.03,3,suburban
42013,White,White,94.57,1.6,0.61,0.05,1.27,4,suburban
42015,White,White,95.69,0.51,0.72,0.16,1.48,5,rural
42017,White,White,84.06,3.86,4.79,0.01,5.32,2,urban
42019,White,White,94.69,0.9,1.25,0.01,1.49,2,urban
42021,White,White,92.71,3.17,0.43,0.03,1.63,4,suburban
42023,White,White,95.73,0.04,0.85,0,1.11,6,rural
42025,White,White,91.7,1.91,0.56,0.01,4.75,3,suburban
42027,White,White,85.44,3.58,6.11,0.03,2.95,4,suburban
42029,White,White,79.44,5.61,5.46,0.02,7.41,2,urban
42031,White,White,95.97,1.21,0.57,0.05,0.96,6,rural
42033,White,White,93.01,2.62,0.5,0,2.96,5,rural
42035,White,White,95.17,1.75,0.83,0.01,1.52,5,rural
42037,White,White,93.21,1.71,1.12,0.03,2.75,4,suburban
42039,White,White,94.8,1.57,0.54,0.02,1.31,5,rural
42041,White,White,85.69,3.69,4.25,0.01,3.94,3,suburban
42043,White,White,65.75,18.03,4.37,0,9.24,3,suburban
42045,White,White,66.81,21.1,5.68,0.01,3.8,2,urban
42047,White,White,97.35,0.86,0.5,0,0.81,6,rural
42049,White,White,84.23,6.83,1.66,0.01,4.21,3,suburban
42051,White,White,91.76,4.15,0.36,0.06,1.23,2,urban
42053,White,White,66.99,25.35,0.11,0,5.54,6,rural
42055,White,White,88.08,3.5,0.81,0,5.64,4,suburban
42057,White,White,96.04,1.34,0.12,0,1.2,6,rural
42059,White,White,93.41,2.87,0.36,0,1.53,6,rural
42061,White,White,90.54,5.26,0.58,0.01,1.97,5,rural
42063,White,White,93.92,2.16,0.99,0.01,1.29,5,rural
42065,White,White,97.16,0.47,0.28,0.04,0.92,6,rural
42067,White,White,94.2,1.1,0.39,0,3.82,6,rural
42069,White,White,85.2,2.58,2.8,0.04,7.52,3,suburban
42071,White,White,81.98,3.49,2.18,0.02,10.48,3,suburban
42073,White,White,91.98,3.58,0.42,0,1.45,5,rural
42075,White,White,82.21,2.09,1.36,0.02,13.12,4,suburban
42077,White,White,64.42,5.57,3.31,0.01,24.48,3,suburban
42079,White,White,81.53,3.72,1.21,0.02,11.9,3,suburban
42081,White,White,90.63,4.88,0.7,0.02,2,4,suburban
42083,White,White,93.48,2.36,0.51,0.05,2.1,5,rural
42085,White,White,90.18,5.61,0.72,0,1.5,3,suburban
42087,White,White,95.88,0.52,0.33,0.01,1.56,5,rural
42089,White,White,66.07,13.51,2.32,0,15.89,4,suburban
42091,White,White,75.78,8.99,7.58,0.03,5.14,2,urban
42093,White,White,91.34,1.8,3.46,0,2.76,4,suburban
42095,White,White,76.66,5.05,2.76,0.04,13.24,3,suburban
42097,White,White,92.48,2.41,0.39,0.04,3.48,5,rural
42099,White,White,95.32,0.92,0.35,0,2.04,3,suburban
42101,Black,Non-White,34.48,40.83,7.19,0.03,14.68,1,urban
42103,White,White,80.42,5.38,1.18,0.04,10.91,2,urban
42105,White,White,96.5,0.4,0.35,0,1.36,6,rural
42107,White,White,91,2.9,0.48,0.01,4.4,5,rural
42109,White,White,95.08,0.92,0.68,0,2.14,5,rural
42111,White,White,94.26,2.45,0.34,0.01,1.5,5,rural
42113,White,White,95.08,2.38,0.08,0.03,1.83,6,rural
42115,White,White,96.26,0.63,0.38,0,1.72,6,rural
42117,White,White,96.08,0.69,0.53,0.03,1.27,6,rural
42119,White,White,84.27,6.21,1.67,0.01,5.88,5,rural
42121,White,White,95.81,0.71,0.37,0,1.09,5,rural
42123,White,White,96.77,0.47,0.48,0,1.09,5,rural
42125,White,White,92.18,3.04,0.95,0.04,1.71,2,urban
42127,White,White,90.49,2.9,0.55,0.02,4.47,6,rural
42129,White,White,93.79,2.29,0.92,0.01,1.19,2,urban
42131,White,White,95.6,1.02,0.22,0,1.88,3,suburban
42133,White,White,83.42,5.37,1.49,0.04,7.46,3,suburban
44001,White,White,91.42,1.26,2.06,0,3.05,2,urban
44003,White,White,88.33,1.61,2.71,0,4.98,2,urban
44005,White,White,85.77,3.5,1.95,0.09,5.7,2,urban
44007,White,White,60.79,8.29,4.08,0.08,22.78,1,urban
44009,White,White,90.92,1.26,1.91,0.08,3.2,2,urban
45001,White,White,68.85,27.63,0.32,0,1.49,5,rural
45003,White,White,66.2,24.58,0.93,0.05,5.72,3,suburban
45005,Black,Non-White,22.09,73.63,0.16,0.04,3.35,6,rural
45007,White,White,77.35,15.58,0.93,0.03,3.75,3,suburban
45009,Black,Non-White,35.97,61,0.35,0,2.09,6,rural
45011,White,White,50.39,45.54,0.11,0,2.45,6,rural
45013,White,White,67.92,17.51,1.27,0.07,11.09,4,suburban
45015,White,White,63.54,23.85,2.2,0.09,6.61,3,suburban
45017,White,White,53.98,40.84,0.03,0.37,3.77,3,suburban
45019,White,White,64.53,26.53,1.5,0.07,5.13,3,suburban
