GEOID,plurality,majority,white,black,asian,american_indian,hispanic,urban_rural_code,urban_rural_cat
21003,White,White,95.02,0.99,0.62,0,2.16,4,suburban
21005,White,White,93.79,2.8,0.27,0.04,1.8,5,rural
21007,White,White,92.48,4.08,0.22,0,1.36,5,rural
21009,White,White,90.39,3.47,0.34,0,3.22,5,rural
21011,White,White,95.06,1.52,0.47,0,1.67,5,rural
21013,White,White,94.24,2.76,0.17,0,1.06,5,rural
21015,White,White,87.74,2.89,2.4,0,4.24,2,urban
21017,White,White,85.12,6.92,0.81,0,6.8,3,suburban
21019,White,White,93.1,2.29,0.3,0.03,1.82,3,suburban
21021,White,White,85.4,7.92,0.84,0,3.32,5,rural
21023,White,White,96.07,0.36,1.1,0,0.82,2,urban
21025,White,White,96.56,1.32,0.33,0,0.95,6,rural
21027,White,White,94.31,1.77,0.35,0,1.56,6,rural
21029,White,White,94.41,1,0.69,0.02,2.01,2,urban
21031,White,White,94.71,0.55,0.31,0.04,3.28,4,suburban
21033,White,White,90.88,6.27,0,0,2.5,6,rural
21035,White,White,89.65,3.49,1.1,0.23,2.72,5,rural
21037,White,White,92.3,3.2,0.97,0.01,2.05,2,urban
21039,White,White,93.69,0.79,0.79,0,2.34,6,rural
21041,White,White,88.65,2.8,0.33,0,6.78,6,rural
21043,White,White,96.65,0.54,0.11,0.01,1.36,6,rural
21045,White,White,94.64,0.79,0.15,0,2.93,6,rural
21047,White,White,65.55,21.55,1.59,0.36,7.87,3,suburban
21049,White,White,90.15,4.58,0.61,0,2.91,3,suburban
21051,White,White,92.58,3.58,0,0.04,2.56,6,rural
21053,White,White,95.03,0.36,0.29,0,2.84,6,rural
21055,White,White,96.06,0.79,0,0,1.23,6,rural
21057,White,White,92.41,2.09,0.76,0,1.36,6,rural
21059,White,White,88.02,4.3,1.73,0.01,3.13,4,suburban
21061,White,White,95.09,1.49,0.08,0,0.75,4,suburban
21063,White,White,95.63,3.57,0,0,0.48,6,rural
21065,White,White,99.02,0.11,0.01,0.02,0.11,6,rural
21067,White,White,71,14.45,3.74,0.02,7.19,3,suburban
21069,White,White,95.79,2.19,0.09,0,1.08,6,rural
21071,White,White,97.03,0.86,0.33,0,0.84,6,rural
21073,White,White,81.57,9.31,1.8,0.07,3.37,5,rural
21075,White,White,70.82,24.01,0.15,0,1.96,5,rural
21077,White,White,91.05,2.01,0.07,0,5.26,2,urban
21079,White,White,94.19,1.94,0.26,0,2.22,6,rural
21081,White,White,94.43,0.8,0.12,0,2.78,2,urban
21083,White,White,86.53,4.08,0.45,0.3,6.69,5,rural
21085,White,White,95.22,1.15,0.06,0,1.38,6,rural
21087,White,White,94.3,2.6,0.08,0,0.86,6,rural
21089,White,White,96.18,0.95,0.49,0,1.09,3,suburban
21091,White,White,95.49,0.89,0.57,0,1.54,4,suburban
21093,White,White,76.02,11.23,2.12,0.31,5.67,4,suburban
21095,White,White,95.01,2.2,0.29,0,0.97,6,rural
21097,White,White,93.65,1.72,0,0.02,2.41,6,rural
21099,White,White,91.53,4.09,0.49,0,1.85,6,rural
21101,White,White,86.57,7.29,0.42,0.03,2.55,3,suburban
21103,White,White,91.43,2.97,0.63,0.12,3.26,2,urban
21105,White,White,86.45,8.36,0.71,0,1.84,6,rural
21107,White,White,88.49,6.42,0.59,0.01,2.09,5,rural
21109,White,White,97.89,0.31,0,0,0.25,6,rural
21111,White,White,67.45,21.46,2.86,0.05,5.44,1,urban
21113,White,White,88.84,4.53,1.44,0,3.46,3,suburban
21115,White,White,97.23,0.49,1.51,0,0.33,6,rural
21117,White,White,88.52,4.55,1.27,0,3.23,2,urban
21119,White,White,96.85,0.52,0.21,0.09,0.98,6,rural
21121,White,White,95.77,0.81,0.38,0.15,1.21,5,rural
21123,White,White,91.38,3.39,0.37,0,3.25,4,suburban
21125,White,White,95.76,0.74,0.39,0,1.56,5,rural
21127,White,White,98.02,0.19,0.2,0,1.18,6,rural
21129,White,White,95.65,0.76,0.22,0,0.44,6,rural
21131,White,White,97.54,0.15,0.38,0,0.5,6,rural
21133,White,White,97.46,0.37,0.26,0,0.8,6,rural
21135,White,White,97.76,0.67,0.14,0,0,6,rural
21137,White,White,94.25,1.9,0.16,0.06,1.65,5,rural
21139,White,White,95.35,0.45,0.14,0.03,1.98,5,rural
21141,White,White,88.57,6.7,0.26,0.01,2.85,6,rural
21143,White,White,90.12,5.68,0.37,0.15,1.86,6,rural
21145,White,White,83.3,10.48,0.88,0.07,2.52,5,rural
21147,White,White,89.43,5.66,0.45,0.03,2.47,6,rural
21149,White,White,96.07,1.25,0.23,0,0.86,4,suburban
21151,White,White,89.46,4.09,0.88,0.28,2.47,5,rural
21153,White,White,98.77,0.03,0.1,0,1.06,6,rural
21155,White,White,87.78,7.28,0.21,0.15,2.68,6,rural
21157,White,White,96.35,0.94,0.2,0,1.65,6,rural
21159,White,White,92.28,5.07,0.09,0.1,1.98,6,rural
21161,White,White,88.96,6.32,0.91,0.04,1.92,5,rural
21163,White,White,89.44,3.56,0.66,0,3.69,4,suburban
21165,White,White,97.13,0.16,0.31,0,1.13,5,rural
21167,White,White,90.82,4.17,0.45,0.06,2.95,6,rural
21169,White,White,94.92,1.55,0.4,0,0.82,5,rural
21171,White,White,93.35,2.44,0.29,0.03,3.09,6,rural
21173,White,White,92.78,2.76,0.08,0.13,2.75,5,rural
21175,White,White,92.66,3.4,0.59,0.35,1.35,6,rural
21177,White,White,92.05,4.22,0.79,0.07,1.52,6,rural
21179,White,White,90.37,5.09,0.54,0,2.16,5,rural
21181,White,White,95.74,1.26,0,0,1.44,6,rural
21183,White,White,94.26,0.86,0.28,0,3.47,6,rural
21185,White,White,88.3,3.56,1.53,0.04,3.96,2,urban
21187,White,White,98.43,0.57,0,0.12,0.38,6,rural
21189,White,White,93.43,5.47,0.16,0,0,6,rural
21191,White,White,96.07,1.08,0.57,0,1.36,2,urban
21193,White,White,95.18,1.86,0.86,0.22,1.04,6,rural
21195,White,White,96.9,0.88,0.56,0.04,0.96,6,rural
21197,White,White,95.74,0.36,0.6,0.05,1.67,6,rural
21199,White,White,94.23,0.87,0.82,0,2.49,5,rural
21201,White,White,93.92,1.79,0,0,4.29,6,rural
21203,White,White,97.18,0.15,0.14,0,0.93,5,rural
21205,White,White,94.52,1.53,0.8,0,1.72,6,rural
21207,White,White,93.48,0.3,0.8,0,3.78,6,rural
21209,White,White,86.96,4.62,1.13,0,4.33,3,suburban
21211,White,White,80.17,6.67,0.93,0.08,9.6,2,urban
21213,White,White,85.17,9.83,0.67,0,2.44,6,rural
21215,White,White,94.07,1.86,0.34,0,2.38,2,urban
21217,White,White,89.53,4.28,1.01,0,2.42,5,rural
21219,White,White,85.73,8.17,0.06,0,3.99,6,rural
21221,White,White,88.15,7.45,0.47,0,2.25,3,suburban
21223,White,White,93.99,0.16,0,0.77,3.07,2,urban
21225,White,White,82.4,13.16,0.46,0,1.97,6,rural
21227,White,White,78.37,8.85,4,0.37,5.36,4,suburban
21229,White,White,87.7,5.36,0.88,0,4.25,6,rural
21231,White,White,93.16,1.98,0.16,0,3.33,6,rural
21233,White,White,88.36,3.35,0.05,0.07,5.47,6,rural
21235,White,White,95.99,0.88,0.24,0,1.29,5,rural
21237,White,White,98.15,0.06,0.07,0,0.36,6,rural
21239,White,White,86.21,4.51,0.41,0,6.71,3,suburban
22001,White,White,77.38,17.31,0.09,0,2.55,3,suburban
22003,White,White,70.96,18.44,0.59,0,6.21,6,rural
22005,White,White,68.42,21.73,1.05,0.03,5.6,3,suburban
22007,White,White,65.56,29.91,0.08,0,3.04,6,rural
22009,White,White,65.04,26.78,0.53,0.2,1.93,6,rural
22011,White,White,80.24,12.36,0.44,0.01,3.74,5,rural
22013,White,White,54.31,43.19,0.04,0,0.61,6,rural
22015,White,White,66.74,22.61,1.87,0.01,6.63,3,suburban
22017,Black,Non-White,44.86,48.95,1.28,0.05,2.82,3,suburban
22019,White,White,67.42,24.81,1.4,0,3.61,4,suburban
22021,White,White,79.18,16.39,0.31,0,3.2,6,rural
22023,White,White,88.28,3.38,0.52,0,5.89,4,suburban
22025,White,White,66.12,31.58,0.16,0,1.88,6,rural
22027,Black,Non-White,45.16,51.95,0.14,0,1.51,6,rural
22029,White,White,56.93,41.09,0.15,0,1.55,5,rural
22031,White,White,58.77,35.34,0.1,0.04,2.88,3,suburban
22033,Black,Non-White,44.63,45.95,3.18,0.05,4.18,3,suburban
22035,Black,Non-White,28.97,69.69,0,0,0.55,6,rural
22037,White,White,53.36,43.29,0.34,0,1.67,3,suburban
22039,White,White,66.32,27.12,0.47,0.06,3.73,6,rural
22041,White,White,65.13,33.85,0,0.04,0.37,6,rural
22043,White,White,76.52,15.88,0.12,0,5.04,4,suburban
22045,White,White,58.76,31.55,2.74,0,4.21,3,suburban
22047,Black,Non-White,47.68,48.1,0.04,0,2.6,3,suburban
22049,White,White,67.3,29.72,0.58,0,1.66,6,rural
22051,White,White,52.65,26.4,4.17,0.01,14.51,2,urban
22053,White,White,78.14,16.38,0.49,0,2.46,6,rural
22055,White,White,65.67,25.86,1.87,0,4.6,3,suburban
22057,White,White,76.83,13.56,0.59,0.02,4.36,4,suburban
22059,White,White,82.73,11.09,1.2,0.09,2.83,6,rural
22061,White,White,53.3,40.59,1.66,0,3.06,5,rural
22063,White,White,87.69,5.89,0.62,0.01,3.74,3,suburban
22065,Black,Non-White,33.84,63.54,0,0,2.11,6,rural
22067,White,Non-White,49.33,49.08,0.5,0,0.57,5,rural
22069,White,White,52.05,41.04,0.74,0,2.37,5,rural
22071,Black,Non-White,30.67,58.86,2.89,0.01,5.48,1,urban
22073,White,White,57.84,37.32,1,0,2.22,4,suburban
22075,White,White,63.92,19.92,3.86,0.03,7.33,2,urban
22077,White,White,60.32,35.76,0.25,0,2.6,3,suburban
22079,White,White,61.22,31.42,1.29,0.01,3.15,4,suburban
22081,White,White,56.7,39.11,0,0,2.38,6,rural
22083,White,White,60.57,35.79,0.38,0,2.22,6,rural
22085,White,White,67.58,15.95,0.36,0.03,3.88,6,rural
22087,White,White,62.34,22.74,2.49,0.04,10.06,2,urban
22089,White,White,65.12,26.33,1,0,6.13,2,urban
22091,Black,Non-White,44.15,52.53,0.25,0,1.79,3,suburban
22093,Black,Non-White,48.18,49.58,0.16,0,1.67,2,urban
22095,Black,Non-White,34.32,56.14,1.1,0,6.09,2,urban
22097,White,White,54.36,41.47,0.07,0,2.21,5,rural
22099,White,White,64.32,29.05,1,0,3,3,suburban
22101,White,White,56.08,30.28,1.44,0.02,7.03,5,rural
22103,White,White,78.56,11.96,1.51,0.01,5.62,2,urban
22105,White,White,63.23,29.38,0.75,0,4.27,4,suburban
22107,Black,Non-White,42.25,55.36,0.11,0,2.06,6,rural
22109,White,White,66.67,18.94,0.99,0.06,5.15,4,suburban
22111,White,White,68.92,24.75,0.15,0.03,4.69,4,suburban
22113,White,White,78.31,14.46,1.97,0.08,3.51,3,suburban
22115,White,White,70.06,14.35,1.87,0.41,9.3,5,rural
22117,White,White,65.54,30.12,0.1,0,2.28,5,rural
22119,White,White,61.95,33.97,0.27,0.13,1.94,3,suburban
22121,White,White,55.86,39.71,0.06,0,3.13,3,suburban
22123,White,White,78.77,16.1,0,0.06,3.85,6,rural
22125,White,White,52.37,44.43,0.61,0,1.24,3,suburban
22127,White,White,65,31.55,0,0,2.05,6,rural
23001,White,White,90.61,2.16,0.78,0,1.86,4,suburban
23003,White,White,94.12,0.94,0.45,0.01,1.23,6,rural
23005,White,White,90.29,2.93,2.14,0.01,2.07,3,suburban
23007,White,White,95.62,0.24,0.38,0.2,1.3,6,rural
23009,White,White,94.73,0.85,1.14,0.14,1.45,6,rural
23011,White,White,94.58,0.76,0.91,0.04,1.56,5,rural
23013,White,White,95.16,0.47,0.51,0.01,1.51,6,rural
23015,White,White,95.9,0.37,0.99,0,1.25,6,rural
23017,White,White,95.27,0.36,0.36,0.01,1.38,6,rural
23019,White,White,93.63,0.82,0.97,0.04,1.36,4,suburban
23021,White,White,94.91,0.49,0.78,0,1.46,6,rural
23023,White,White,94.55,0.78,0.76,0,1.72,3,suburban
23025,White,White,95.7,0.58,0.37,0,1.1,6,rural
23027,White,White,95.17,0.5,0.46,0,1.48,6,rural
23029,White,White,89.44,0.42,0.46,0.03,2.36,6,rural
23031,White,White,94.24,0.79,1.25,0.03,1.72,3,suburban
24001,White,White,86.97,7.97,0.93,0.02,1.79,4,suburban
24003,White,White,68.22,16.31,3.74,0.06,7.81,2,urban
24005,White,White,57.27,28.47,6,0.04,5.41,2,urban
24009,White,White,78.16,11.5,1.8,0.04,3.98,2,urban
24011,White,White,75.55,13.54,0.69,0,7.31,6,rural
24013,White,White,89.05,3.45,1.89,0.01,3.53,2,urban
24015,White,White,85.12,6.38,1.41,0.01,4.41,2,urban
24017,Black,Non-White,40.16,45.43,3.18,0.01,5.78,2,urban
24019,White,White,62.87,25.79,1.1,0,5.65,5,rural
24021,White,White,73.48,9.37,4.44,0.07,9.59,2,urban
24023,White,White,96.44,0.86,0.43,0.03,1.13,6,rural
24025,White,White,76.08,13.47,2.57,0,4.56,2,urban
24027,White,White,52.02,18.5,18.04,0.02,6.9,2,urban
24029,White,White,77.74,14.18,1.17,0,4.4,6,rural
24031,White,Non-White,43.82,17.92,14.69,0.04,19.53,2,urban
24033,Black,Non-White,12.7,61.71,4.09,0.04,18.43,2,urban
24035,White,White,86.53,6.63,1.02,0,3.94,2,urban
24037,White,White,74.09,14.49,2.55,0.02,5.18,4,suburban
24039,White,White,51.54,41.46,0.98,0.02,3.61,3,suburban
24041,White,White,77.83,10.06,1.35,0,6.76,5,rural
24043,White,White,78.93,10.38,1.82,0.08,5.07,3,suburban
24045,White,White,62.98,25.65,3.12,0.03,5.24,3,suburban
24047,White,White,80.16,12.7,1.19,0.08,3.5,3,suburban
24510,Black,Non-White,27.49,61.77,2.57,0.03,5.28,1,urban
25001,White,White,89.27,2.85,1.46,0.04,3.1,4,suburban
25003,White,White,88.11,2.62,1.77,0.06,4.75,4,suburban
25005,White,White,81.28,3.94,2.26,0.04,7.99,2,urban
25007,White,White,85.55,4.2,0.34,0,3.64,5,rural
25009,White,White,70.29,3.22,3.41,0.02,20.93,2,urban
25011,White,White,90.7,1.37,1.26,0.15,4.02,5,rural
25013,White,White,62.74,7.72,2.3,0,25.17,3,suburban
25015,White,White,83.7,2.5,5.23,0.08,5.62,3,suburban
25017,White,White,71.85,4.99,11.89,0.03,7.99,2,urban
25019,White,White,85.18,6.59,0.64,0.06,4.16,6,rural
25021,White,White,74.91,6.72,11.02,0.04,4.53,2,urban
25023,White,White,80.65,9.6,1.38,0.01,3.9,2,urban
25025,White,Non-White,44.87,20.11,8.77,0.05,22.89,1,urban
25027,White,White,76.38,4.5,4.89,0.03,11.49,3,suburban
26001,White,White,95.78,0.4,0.19,0.07,1.5,6,rural
26003,White,White,83.6,7.67,0.14,0,1.57,6,rural
26005,White,White,88.43,1.23,0.69,0,7.35,5,rural
26007,White,White,95.71,0.58,0.62,0.13,1.38,5,rural
26009,White,White,94.67,0.43,0.34,0,2.34,6,rural
26011,White,White,94.64,0.41,0.36,0,2.02,6,rural
26013,White,White,72.63,9.3,0.4,0.06,1.59,6,rural
26015,White,White,94.13,0.51,0.6,0.01,2.95,2,urban
26017,White,White,90.06,1.67,0.58,0,5.33,4,suburban
26019,White,White,93.76,0.18,0.43,0,2.5,5,rural
26021,White,White,74.9,14.51,1.88,0.02,5.48,4,suburban
26023,White,White,90.41,2.3,0.79,0.03,4.76,5,rural
26025,White,White,77.52,10.37,2.41,0.01,5.24,4,suburban
26027,White,White,86.13,5.15,0.84,0,3.89,3,suburban
26029,White,White,93.74,0.42,0.49,0.05,2,6,rural
26031,White,White,92.06,0.79,0.43,0,1.44,6,rural
26033,White,White,69.62,5.93,0.99,0.09,1.88,5,rural
26035,White,White,94.81,0.62,0.12,0,2.01,6,rural
26037,White,White,89.89,1.81,1.49,0,4.53,3,suburban
26039,White,White,94.52,0.74,0.93,0,2.01,6,rural
26041,White,White,92.87,0.34,0.43,0.01,1.37,5,rural
26043,White,White,94.93,0.62,0.65,0,1.57,5,rural
26045,White,White,82.84,6.58,2.3,0.03,5.39,3,suburban
26047,White,White,91.16,0.73,0.56,0.09,1.66,6,rural
26049,White,White,72.44,19.54,1.03,0.01,3.44,3,suburban
26051,White,White,95.78,0.28,0.52,0,1.69,6,rural
26053,White,White,90.1,3.86,0.54,0.08,1.46,6,rural
26055,White,White,92.59,0.86,0.58,0.03,2.86,5,rural
26057,White,White,86.03,5.47,0.45,0.07,6.11,5,rural
26059,White,White,94.66,0.68,0.39,0,2.32,5,rural
26061,White,White,92.07,0.73,2.77,0.05,1.63,5,rural
26063,White,White,95.19,0.48,0.63,0,2.41,6,rural
26065,White,White,69.62,11.11,6.73,0.02,7.8,3,suburban
26067,White,White,88.29,4.54,0.41,0.01,4.77,5,rural
26069,White,White,93.8,0.73,0.75,0.01,2.26,6,rural
26071,White,White,94.39,0.55,0.58,0,2.1,6,rural
26073,White,White,85.38,2.64,1.76,0.01,3.96,5,rural
26075,White,White,84.64,7.69,0.82,0.02,3.53,4,suburban
26077,White,White,77.39,10.59,2.36,0.04,4.94,3,suburban
26079,White,White,94.13,0.83,0.54,0,2.01,5,rural
26081,White,White,73.75,9.23,2.99,0.02,10.57,1,urban
26083,White,White,96.78,0.9,0.19,0,0.81,5,rural
26085,White,White,84.98,7.93,0.21,0.02,2.61,6,rural
26087,White,White,91.77,1.26,0.56,0.03,4.67,2,urban
26089,White,White,90.01,0.43,0.62,0.08,4.36,5,rural
26091,White,White,86.67,2.27,0.31,0.02,7.97,5,rural
26093,White,White,94.34,0.58,0.91,0.06,2.44,2,urban
26095,White,White,77.67,6.52,0.5,0.13,3.49,6,rural
26097,White,White,73.13,3.24,0.69,0.16,1.77,6,rural
26099,White,White,79.03,11.63,4.02,0.06,2.62,2,urban
26101,White,White,88.98,2.81,0.33,0.07,3.16,6,rural
26103,White,White,92.09,1.66,0.94,0.05,1.52,5,rural
26105,White,White,91.46,0.9,0.58,0,4.57,5,rural
26107,White,White,91.21,2.95,0.8,0.02,2.29,5,rural
26109,White,White,92.89,0.32,0.41,0,1.82,5,rural
26111,White,White,91.48,1.33,2.3,0.05,2.75,4,suburban
26113,White,White,93.96,0.59,0.19,0,2.91,5,rural
26115,White,White,91.3,2.35,0.58,0.01,3.58,4,suburban
26117,White,White,91.75,2.08,0.35,0.09,3.5,2,urban
26119,White,White,95.86,0.24,0.15,0.03,1.32,6,rural
26121,White,White,76.37,13.5,0.55,0.01,5.66,4,suburban
26123,White,White,90.54,1.12,0.38,0,5.8,6,rural
26125,White,White,72,13.51,7.45,0.02,4.12,2,urban
26127,White,White,81.7,1.06,0.22,0,14.89,6,rural
26129,White,White,94.65,0.33,0.65,0,2.15,6,rural
26131,White,White,94.91,0.49,0.43,0.1,1.51,6,rural
26133,White,White,94.52,1.1,0.27,0,1.95,6,rural
26135,White,White,95.51,0.5,0.15,0.05,1.64,6,rural
26137,White,White,94.52,0.51,0.57,0.01,1.73,6,rural
26139,White,White,83.85,1.43,2.63,0.02,9.81,2,urban
26141,White,White,95.54,0.58,0.57,0,1.39,6,rural
26143,White,White,94.89,0.16,0.29,0,1.88,6,rural
26145,White,White,69.36,18.25,1.19,0.01,8.45,4,suburban
26147,White,White,91.1,2.18,0.63,0.04,3.37,2,urban
26149,White,White,86.5,2.21,0.5,0.06,7.93,5,rural
26151,White,White,93.98,0.54,0.26,0,3.69,6,rural
26153,White,White,85.67,0.45,0.37,0,1.11,6,rural
26155,White,White,94.11,0.68,0.29,0.01,2.94,5,rural
26157,White,White,93.34,0.94,0.32,0,3.42,6,rural
26159,White,White,81.2,3.18,0.68,0.02,11.52,3,suburban
26161,White,White,70.13,11.78,9.09,0.03,4.72,3,suburban
26163,White,Non-White,49.52,38.54,3.34,0.02,5.94,1,urban
26165,White,White,94.52,0.52,0.48,0.08,1.96,5,rural
27001,White,White,93.93,0.45,0.34,0.09,1.4,6,rural
27003,White,White,81.27,6.14,4.45,0.03,4.57,2,urban
27005,White,White,86.24,0.49,0.64,0.03,2.11,6,rural
27007,White,White,71.89,1.02,0.75,0.07,2.44,5,rural
27009,White,White,89.9,3.99,1.02,0,2.44,4,suburban
27011,White,White,96.06,0.06,0,0,1.82,6,rural
27013,White,White,87.9,3.86,2.16,0.02,3.65,4,suburban
27015,White,White,93.39,0.68,0.66,0,4.4,5,rural
27017,White,White,88.12,1.87,0.57,0,1.78,3,suburban
27019,White,White,88.83,1.75,2.76,0.01,4.19,2,urban
27021,White,White,82.9,0.42,0.62,0.01,2.25,5,rural
27023,White,White,87.12,0.83,0.88,1.15,7.3,6,rural
27025,White,White,93.39,1.31,1.13,0.03,2.18,2,urban
27027,White,White,87.17,3.63,1.27,0.12,4.53,4,suburban
27029,White,White,84.67,0.18,0.48,0.02,2.17,6,rural
27031,White,White,85.51,0.07,0.93,0,2.31,6,rural
27033,White,White,86.04,0.88,3.8,0.16,7.7,6,rural
27035,White,White,94.9,0.8,0.42,0,1.49,5,rural
27037,White,White,78.37,6.09,4.8,0.04,7.14,2,urban
27039,White,White,92.16,0.33,0.92,0,4.97,4,suburban
27041,White,White,95.92,0.38,0.31,0,1.65,5,rural
27043,White,White,90.79,0.25,0.37,0,6.91,6,rural
27045,White,White,96.28,0.51,0.5,0,1.64,4,suburban
27047,White,White,85.05,0.99,2.47,0,9.74,5,rural
27049,White,White,92.04,1.31,0.83,0,3.35,5,rural
27051,White,White,95.13,0.29,0.03,0,2.31,6,rural
27053,White,White,68.83,13.03,7.09,0.03,6.92,1,urban
27055,White,White,95.99,1.3,0.39,0.02,1.13,4,suburban
27057,White,White,92.82,0.56,0.65,0,2.13,6,rural
27059,White,White,93.73,0.45,1.46,0.02,2.03,2,urban
27061,White,White,91.75,0.49,0.43,0.01,1.49,6,rural
27063,White,White,92.38,0.39,2.09,0,3.64,6,rural
27065,White,White,94.82,0.22,0.53,0,1.59,6,rural
27067,White,White,80,5.33,0.98,0,12.11,5,rural
27069,White,White,95.34,1.48,0.67,0,0.93,6,rural
27071,White,White,93.21,0.58,0.32,0,1.34,6,rural
27073,White,White,94.95,0.79,0.85,0,2.26,6,rural
27075,White,White,95.49,0.64,0.13,0.18,1.43,6,rural
27077,White,White,92.97,0.05,0.08,0,0.08,6,rural
27079,White,White,91.06,0.84,0.41,0.01,6.21,2,urban
27081,White,White,96.05,0.44,0.16,0,2.08,6,rural
27083,White,White,83.78,3.35,4.34,0.01,6.87,5,rural
27085,White,White,90.91,0.58,0.59,0,6.2,5,rural
27087,White,Non-White,45.36,0.53,0.35,0.2,4.34,6,rural
27089,White,White,93.21,0.35,0.35,0.09,4.52,6,rural
27091,White,White,92.92,0.46,0.51,0.08,4.47,6,rural
27093,White,White,93.92,0.42,0.31,0.03,4,6,rural
27095,White,White,88.83,0.46,0.52,0.03,2.47,2,urban
27097,White,White,95.68,0.56,0.44,0,1.75,6,rural
27099,White,White,78.57,3.93,3.69,0.62,11.58,5,rural
27101,White,White,93.04,0.37,1.55,0,4.04,6,rural
27103,White,White,88.65,2.76,1.71,0,4.56,4,suburban
27105,White,White,59.46,3.98,6.67,0,27.82,5,rural
27107,White,White,89.45,0.9,0.4,0,5.09,6,rural
27109,White,White,80.07,5.99,5.79,0.08,4.93,4,suburban
27111,White,White,92.57,1.38,0.6,0,3.47,5,rural
27113,White,White,90.66,1.01,1.16,0,3.79,6,rural
27115,White,White,89.16,2.08,0.56,0.02,2.92,6,rural
27117,White,White,88,0.47,0.16,0,6.92,6,rural
27119,White,White,86.91,2.11,0.99,0.03,6.49,4,suburban
27121,White,White,95.95,0.42,0.57,0,1.57,6,rural
27123,White,White,61.91,11.85,14.37,0.03,7.48,1,urban
27125,White,White,92.05,0.45,0,0,3.86,6,rural
27127,White,White,87.01,0.78,2.68,0,3.5,6,rural
27129,White,White,87.87,0.35,0.68,0,8.55,6,rural
27131,White,White,82.24,5.68,2.11,0.05,8.13,5,rural
27133,White,White,93.52,0.93,1.06,0,3.18,6,rural
27135,White,White,91.93,0.89,2.65,0.06,1.32,6,rural
27137,White,White,91.12,1.56,1.03,0.04,1.7,3,suburban
27139,White,White,81.15,4.25,6.09,0,5.14,2,urban
27141,White,White,91.17,2.46,1.28,0,2.59,2,urban
27143,White,White,88.37,1.05,0.72,0,8.96,2,urban
27145,White,White,86.02,6.42,2.08,0,3.37,4,suburban
27147,White,White,86.56,3.14,1.18,0.02,7.8,5,rural
27149,White,White,87.25,1.35,2.37,0,6.45,6,rural
27151,White,White,91.18,2.07,0.29,0.61,4.99,6,rural
27153,White,White,91.14,0.69,0.64,0.02,6.03,6,rural
27155,White,White,88.7,0.51,0.18,0,3.11,6,rural
27157,White,White,94.66,0.55,0.47,0,2.93,4,suburban
27159,White,White,94.16,0.6,0.42,0,1.96,6,rural
27161,White,White,89.22,2.37,0.6,0,6,6,rural
27163,White,White,82.69,4.53,5.75,0.04,4.19,2,urban
27165,White,White,71.78,0.81,1.18,0,25.49,6,rural
27167,White,White,98.17,0.4,0.02,0,0.35,5,rural
27169,White,White,91.13,1.28,2.62,0,2.96,5,rural
27171,White,White,92.35,1.41,1.11,0.01,2.94,2,urban
27173,White,White,89.47,0.69,0.61,0,4.7,6,rural
28001,Black,Non-White,36.21,56.17,0.6,0,5.85,5,rural
28003,White,White,82.87,11.93,0.3,0,3.18,5,rural
28005,White,White,57.36,41.91,0.19,0,0,5,rural
28007,White,White,53.6,42.22,0.2,0,2.04,6,rural
28009,White,White,60.46,34.06,0,0.18,2.6,2,urban
28011,Black,Non-White,32.47,64,0.9,0,2.16,5,rural
28013,White,White,64.49,27.37,0.23,0,6.02,6,rural
28015,White,White,64.36,34.69,0,0,0.24,5,rural
28017,White,Non-White,49.58,44.3,0.19,0,4.89,6,rural
28019,White,White,67.38,30.98,0.02,0.1,0.59,6,rural
28021,Black,Non-White,11.28,87.23,1.13,0,0.09,5,rural
28023,White,White,63.25,35.46,0,0,0.65,5,rural
28025,Black,Non-White,38.81,59.93,0.29,0,0.07,6,rural
28027,Black,Non-White,20.79,77.53,0.49,0,0.37,5,rural
28029,Black,Non-White,43.89,51.57,0.36,0,3.16,3,suburban
28031,White,White,60.44,36.6,0,0,2.38,6,rural
28033,White,White,64.28,27.18,1.41,0.01,4.94,2,urban
28035,White,White,56.91,37.15,0.85,0,2.93,4,suburban
28037,White,White,63.16,35.98,0.05,0,0.27,6,rural
28039,White,White,87.11,8.03,0.45,0,2.86,6,rural
28041,White,White,72.27,25.93,0,0,1.19,6,rural
28043,White,White,54.67,43.34,0.11,0,0.6,5,rural
28045,White,White,84.69,8.02,0.57,0,3.82,3,suburban
28047,White,White,63.87,24.7,2.84,0.03,5.47,3,suburban
28049,Black,Non-White,24.5,72.34,0.77,0.03,1.54,3,suburban
28051,Black,Non-White,15.43,83.99,0.07,0,0.17,6,rural
28053,Black,Non-White,20.62,75.65,0.08,0.05,3.31,6,rural
28055,Black,Non-White,37.03,61.65,0,0,1.32,6,rural
28057,White,White,90.02,7.15,0.03,0.03,1.6,5,rural
28059,White,White,67.61,20.99,2.4,0.06,6.49,3,suburban
28061,Black,Non-White,44.71,53.86,0,0,0.45,5,rural
28063,Black,Non-White,12.98,78.96,0.6,0,7.22,6,rural
28065,Black,Non-White,37.7,61.29,0.12,0,0.35,6,rural
28067,White,White,64.57,29.32,0.33,0.07,4.5,5,rural
28069,Black,Non-White,33.94,61.69,0.07,0,0.58,5,rural
28071,White,White,70.05,23.5,2.08,0.04,2.63,5,rural
28073,White,White,74.1,20.08,1.29,0,2.71,4,suburban
28075,White,White,52.52,43.62,0.66,0,2.26,5,rural
28077,White,White,64.88,32.53,0.22,0,0.92,6,rural
